No,제목,학과,과정,년도,href
310,산타바바라가 최고의 UC다. 다들 속고만 살았다,경제학과,학부,2020,/partner/expReport.asp?id=16681&page=1&bgbn=R
309,UCSB 경험보고서,전기전자공학부,학부,2019-2020,/partner/expReport.asp?id=16640&page=1&bgbn=R
308,짧아서 아쉬웠던 교환학생,스포츠레저학과,학부,2020,/partner/expReport.asp?id=16629&page=1&bgbn=R
307,"짧은 추억의 문틈, UCSB",사학과,학부,2020,/partner/expReport.asp?id=16628&page=1&bgbn=R
306,짧지만 행복했던 교환학생,산업공학과,학부,2020,/partner/expReport.asp?id=16576&page=1&bgbn=R
305,UCSB에서의 6개월,경영학과,학부,2020,/partner/expReport.asp?id=16567&page=1&bgbn=R
304,잊지못할 UCSB,국제통상학과,학부,2019,/partner/expReport.asp?id=16395&page=1&bgbn=R
303,UCSB 파견보고서,언론홍보영상학부,학부,2019-2020,/partner/expReport.asp?id=16385&page=1&bgbn=R
302,UCSB에서의 1년,물리학과,학부,2019,/partner/expReport.asp?id=16242&page=1&bgbn=R
301,UCSB 교환학생 경험보고서,문화인류학과,학부,2019,/partner/expReport.asp?id=16084&page=1&bgbn=R
300,UCSB에서의 1년,교육학과/응용통계학과,학부,2019,/partner/expReport.asp?id=16082&page=2&bgbn=R
299,1년간의 행복했던 기억,전기전자공학부,학부,2019,/partner/expReport.asp?id=15974&page=2&bgbn=R
298,산타바바라를 고민하시고 있는 분들에게 도움이 되셨으면 합니다,국어국문학과,학부,2019,/partner/expReport.asp?id=15950&page=2&bgbn=R
297,잊을 수 없는 산타바바라에서의 추억,행정학과,학부,2019,/partner/expReport.asp?id=15934&page=2&bgbn=R
296,UCSB 교환학생 파견 보고서,글로벌행정,학부,2018-2019,/partner/expReport.asp?id=15909&page=2&bgbn=R
295,UCSB에서의 꿈같았던 6개월,사학과,학부,2019,/partner/expReport.asp?id=15904&page=2&bgbn=R
294,산타바바라를 추억하며!!,불어불문학과,학부,2018-2019,/partner/expReport.asp?id=15889&page=2&bgbn=R
293,후회없는 선택이었던 UCSB,영어영문학과,학부,2018-2019,/partner/expReport.asp?id=15888&page=2&bgbn=R
